
Date        West     East     DMI(=West-East)
2001:12:16:0 0.719169 0.542664 0.176505
2002:1:16:0 0.687339 0.643909 0.0434305
2002:2:16:0 0.391376 0.300556 0.09082
2002:3:16:0 0.673105 0.495828 0.177277
2002:4:16:0 0.504588 0.652034 -0.147446
2002:5:16:0 0.324126 0.427372 -0.103245
2002:6:16:0 0.439607 0.411732 0.0278748
2002:7:16:0 0.505193 0.447374 0.057819
2002:8:16:0 0.481572 0.385791 0.0957812
2002:9:16:0 0.924207 0.24594 0.678267
2002:10:16:0 0.880102 0.0961238 0.783978
2002:11:16:0 0.64847 0.282691 0.365779
2002:12:16:0 0.754012 0.68336 0.0706524
2003:1:16:0 0.536942 0.596691 -0.0597497
2003:2:16:0 0.764883 0.561667 0.203216
2003:3:16:0 0.680143 0.555559 0.124584
2003:4:16:0 0.648767 0.545385 0.103382
2003:5:16:0 0.543209 0.481136 0.0620728
2003:6:16:0 0.760997 0.408556 0.352441
2003:7:16:0 0.699409 0.254752 0.444657
2003:8:16:0 0.636111 0.223889 0.412223
2003:9:16:0 0.686228 0.352652 0.333577
2003:10:16:0 0.596338 0.450964 0.145374
2003:11:16:0 0.525458 0.413614 0.111844
2003:12:16:0 0.58158 0.16889 0.41269
2004:1:16:0 0.695109 0.466444 0.228665
2004:2:16:0 0.535349 0.238153 0.297197
2004:3:16:0 0.429556 0.176596 0.252961
2004:4:16:0 0.471149 0.346197 0.124952
2004:5:16:0 0.0923628 0.427923 -0.33556
2004:6:16:0 0.113768 0.286684 -0.172916
2004:7:16:0 0.203386 0.187885 0.0155014
2004:8:16:0 0.477176 0.306136 0.17104
2004:9:16:0 0.547022 0.259809 0.287214
2004:10:16:0 0.567443 0.186773 0.38067
2004:11:16:0 0.586635 0.475048 0.111587
2004:12:16:0 0.640265 0.544258 0.0960072
2005:1:16:0 0.563791 0.505689 0.0581017
2005:2:16:0 0.475514 0.847695 -0.372181
2005:3:16:0 0.57226 0.835752 -0.263493
2005:4:16:0 0.675676 0.389039 0.286637
2005:5:16:0 0.680922 0.488644 0.192278
2005:6:16:0 0.59546 0.557301 0.0381591
2005:7:16:0 0.533671 0.597958 -0.0642874
2005:8:16:0 0.520003 0.556063 -0.0360599
2005:9:16:0 0.528364 0.666147 -0.137783
2005:10:16:0 0.491659 0.537163 -0.0455043
2005:11:16:0 0.382051 0.378652 0.00339949
2005:12:16:0 0.200904 0.263367 -0.0624629
2006:1:16:0 0.163398 0.104347 0.0590512
2006:2:16:0 0.265701 0.381395 -0.115694
2006:3:16:0 0.290165 0.345722 -0.055557
2006:4:16:0 0.403121 0.213169 0.189953
2006:5:16:0 0.490685 0.476256 0.014429
2006:6:16:0 0.481749 0.327942 0.153807
2006:7:16:0 0.542004 0.189294 0.35271
2006:8:16:0 0.6767 0.144071 0.532629
2006:9:16:0 0.637323 -0.176261 0.813585
2006:10:16:0 0.699798 -0.254037 0.953835
2006:11:16:0 0.889431 0.122765 0.766666
2006:12:16:0 0.857329 0.459802 0.397527
2007:1:16:0 0.821158 0.415478 0.40568
2007:2:16:0 0.799678 0.464993 0.334684
2007:3:16:0 0.600051 0.320231 0.27982
2007:4:16:0 0.603156 0.303398 0.299759
2007:5:16:0 0.777951 0.284119 0.493832
2007:6:16:0 0.815822 0.567892 0.24793
2007:7:16:0 0.591947 0.225357 0.36659
2007:8:16:0 0.736665 0.19109 0.545574
2007:9:16:0 0.672594 0.0427375 0.629856
2007:10:16:0 0.519734 0.0597727 0.459961
2007:11:16:0 0.411288 0.158234 0.253054
2007:12:16:0 0.352557 0.343792 0.00876495
2008:1:16:0 0.518046 0.211315 0.306731
2008:2:16:0 0.159322 0.043319 0.116003
2008:3:16:0 0.050521 -0.223108 0.273629
2008:4:16:0 0.0612989 0.0108811 0.0504177
2008:5:16:0 0.267279 -0.138662 0.405942
2008:6:16:0 0.394809 -0.0349937 0.429802
2008:7:16:0 0.443047 -0.116401 0.559448
2008:8:16:0 0.550968 0.121409 0.429559
2008:9:16:0 0.775486 0.294587 0.480899
2008:10:16:0 0.696658 0.277969 0.418689
2008:11:16:0 0.519293 0.367724 0.151569
2008:12:16:0 0.44872 0.269873 0.178847
2009:1:16:0 0.477581 0.256125 0.221456
2009:2:16:0 0.480378 0.128852 0.351526
2009:3:16:0 0.566181 0.297517 0.268664
2009:4:16:0 0.504175 0.177073 0.327102
2009:5:16:0 0.670811 0.191185 0.479626
2009:6:16:0 0.829021 0.517757 0.311263
2009:7:16:0 0.79349 0.671875 0.121615
2009:8:16:0 0.871894 0.666062 0.205832
2009:9:16:0 0.754218 0.468118 0.2861
2009:10:16:0 0.953598 0.583071 0.370527
2009:11:16:0 0.764225 0.568698 0.195527
2009:12:16:0 0.975258 0.588296 0.386962
2010:1:16:0 0.95448 0.478244 0.476236
2010:2:16:0 1.02064 0.807828 0.212815
2010:3:16:0 1.12992 0.49732 0.632598
2010:4:16:0 1.15229 0.584221 0.568069
2010:5:16:0 0.885492 0.693463 0.192029
2010:6:16:0 0.783549 0.712103 0.0714464
2010:7:16:0 0.857703 0.542886 0.314817
2010:8:16:0 0.785107 0.531962 0.253145
2010:9:16:0 0.503414 0.372858 0.130556
2010:10:16:0 0.582103 0.629054 -0.0469511
2010:11:16:0 0.380743 0.58994 -0.209198
2010:12:16:0 0.352506 0.325833 0.0266735
2011:1:16:0 0.327899 -0.0490038 0.376902
2011:2:16:0 0.373987 -0.0482158 0.422203
2011:3:16:0 0.409149 -0.132756 0.541905
2011:4:16:0 0.245053 -0.115594 0.360647
2011:5:16:0 0.327687 0.192434 0.135253
2011:6:16:0 0.520206 0.252511 0.267696
2011:7:16:0 0.559597 0.0203294 0.539267
2011:8:16:0 0.736112 0.0812026 0.65491
2011:9:16:0 0.645579 0.0524631 0.593116
2011:10:16:0 0.829773 0.0862821 0.743491
2011:11:16:0 0.820066 0.215487 0.604578
2011:12:16:0 0.579286 0.4769 0.102386
2012:1:16:0 0.457806 0.227589 0.230217
2012:2:16:0 0.292817 0.188548 0.104269
2012:3:16:0 0.278421 0.0786534 0.199768
2012:4:16:0 0.312922 0.3688 -0.055878
2012:5:16:0 0.51924 0.631781 -0.112541
2012:6:16:0 0.538032 0.313837 0.224195
2012:7:16:0 0.734179 -0.128049 0.862228
2012:8:16:0 0.908216 -0.0450811 0.953297
2012:9:16:0 1.00757 0.160957 0.846612
2012:10:16:0 0.886633 0.387874 0.498759
2012:11:16:0 0.657199 0.484682 0.172517
2012:12:16:0 0.819904 0.326563 0.493341
2013:1:16:0 0.625055 0.503048 0.122007
2013:2:16:0 0.755392 0.378943 0.376449
2013:3:16:0 0.657616 0.407161 0.250455
2013:4:16:0 0.4165 0.510115 -0.0936146
2013:5:16:0 0.314136 0.595549 -0.281413
2013:6:16:0 0.334709 0.619707 -0.284998
2013:7:16:0 0.485834 0.357353 0.128481
2013:8:16:0 0.496152 0.386416 0.109736
2013:9:16:0 0.448088 0.358629 0.0894591
2013:10:16:0 0.647824 0.419387 0.228437
2013:11:16:0 0.860041 0.394674 0.465366
2013:12:16:0 0.596131 0.222713 0.373418
2014:1:16:0 0.493398 0.401106 0.0922914
2014:2:16:0 0.43368 0.337878 0.0958027
2014:3:16:0 0.432729 0.414568 0.0181604
2014:4:16:0 0.578988 0.434088 0.1449
2014:5:16:0 0.764053 0.633761 0.130292
2014:6:16:0 0.736243 0.54762 0.188623
2014:7:16:0 0.638961 0.682442 -0.0434814
2014:8:16:0 0.539373 0.604617 -0.0652441
2014:9:16:0 0.626037 0.375625 0.250412
2014:10:16:0 0.812341 0.300789 0.511552
2014:11:16:0 0.90547 0.626226 0.279244
2014:12:16:0 0.782177 0.51111 0.271067
2015:1:16:0 0.487445 0.407392 0.0800525

